# time       Tpb[ms]      <Lnu_e>     <Lnu_ae>      <Lnu_x>    Lnu_e@000   Lnu_ae@000    Lnu_x@000    Lnu_e@045   Lnu_ae@045    Lnu_x@045    Lnu_e@090   Lnu_ae@090    Lnu_x@090    Lnu_e@135   Lnu_ae@135    Lnu_x@135    Lnu_e@180   Lnu_ae@180    Lnu_x@180      <Enu_e>     <Enu_ae>      <Enu_x>    Enu_e@000   Enu_ae@000    Enu_x@000    Enu_e@045   Enu_ae@045    Enu_x@045    Enu_e@090   Enu_ae@090    Enu_x@090    Enu_e@135   Enu_ae@135    Enu_x@135    Enu_e@180   Enu_ae@180    Enu_x@180
001730   2.91743E+02  3.03273E+01  3.00883E+01  2.62076E+01  3.03363E+01  2.92696E+01  2.58716E+01  3.02328E+01  2.97107E+01  2.61215E+01  2.99248E+01  2.99511E+01  2.60128E+01  3.03657E+01  2.98784E+01  2.61183E+01  3.16025E+01  3.03117E+01  2.68816E+01  1.17786E+01  1.46730E+01  1.66886E+01  1.17706E+01  1.46467E+01  1.67029E+01  1.16968E+01  1.46038E+01  1.67363E+01  1.16927E+01  1.45982E+01  1.67061E+01  1.17792E+01  1.46476E+01  1.67193E+01  1.18836E+01  1.46877E+01  1.67817E+01
001732   2.92144E+02  3.00724E+01  2.89407E+01  2.56694E+01  2.91063E+01  2.86715E+01  2.52903E+01  2.80031E+01  2.75751E+01  2.42132E+01  2.78338E+01  2.66842E+01  2.36129E+01  2.98229E+01  2.84384E+01  2.51291E+01  3.22124E+01  3.11455E+01  2.72055E+01  1.18391E+01  1.46840E+01  1.66944E+01  1.17186E+01  1.46220E+01  1.66381E+01  1.17223E+01  1.46134E+01  1.66069E+01  1.17694E+01  1.46332E+01  1.66473E+01  1.18771E+01  1.47072E+01  1.68110E+01  1.19648E+01  1.47556E+01  1.68916E+01
001734   2.92544E+02  3.00444E+01  2.87621E+01  2.54174E+01  3.02727E+01  2.85425E+01  2.57638E+01  2.86444E+01  2.74858E+01  2.40832E+01  2.77262E+01  2.72455E+01  2.32595E+01  2.96400E+01  2.90454E+01  2.50124E+01  3.19596E+01  3.06526E+01  2.69854E+01  1.17799E+01  1.46694E+01  1.66770E+01  1.17581E+01  1.47353E+01  1.69328E+01  1.16884E+01  1.46428E+01  1.68735E+01  1.16721E+01  1.45813E+01  1.67120E+01  1.17275E+01  1.45886E+01  1.66494E+01  1.17996E+01  1.46151E+01  1.66233E+01
001736   2.92945E+02  2.95061E+01  2.84993E+01  2.56109E+01  2.94357E+01  2.91352E+01  2.58910E+01  2.85556E+01  2.75067E+01  2.49675E+01  2.80056E+01  2.67283E+01  2.48902E+01  2.89808E+01  2.77410E+01  2.57391E+01  3.08062E+01  2.93141E+01  2.64426E+01  1.17872E+01  1.46522E+01  1.66839E+01  1.18226E+01  1.48220E+01  1.67716E+01  1.18204E+01  1.47486E+01  1.68542E+01  1.17664E+01  1.45930E+01  1.68288E+01  1.17396E+01  1.45901E+01  1.67739E+01  1.17780E+01  1.47056E+01  1.67100E+01
001738   2.93346E+02  2.99673E+01  2.89703E+01  2.54517E+01  3.01026E+01  2.89954E+01  2.55807E+01  2.87697E+01  2.83911E+01  2.48009E+01  2.84841E+01  2.87371E+01  2.47416E+01  2.96681E+01  2.90352E+01  2.55503E+01  3.16369E+01  2.95908E+01  2.66691E+01  1.18048E+01  1.46372E+01  1.67160E+01  1.18033E+01  1.46625E+01  1.67157E+01  1.18135E+01  1.46263E+01  1.67374E+01  1.18146E+01  1.46213E+01  1.67962E+01  1.17090E+01  1.45753E+01  1.68098E+01  1.16544E+01  1.45798E+01  1.67475E+01
001740   2.93746E+02  3.01115E+01  2.87715E+01  2.57666E+01  2.96763E+01  2.87720E+01  2.54411E+01  2.78698E+01  2.80172E+01  2.48289E+01  2.80871E+01  2.81757E+01  2.54178E+01  2.97476E+01  2.92037E+01  2.67157E+01  3.11564E+01  2.98583E+01  2.74016E+01  1.18374E+01  1.47067E+01  1.67141E+01  1.17963E+01  1.48411E+01  1.67781E+01  1.18316E+01  1.47660E+01  1.68447E+01  1.18600E+01  1.46942E+01  1.69311E+01  1.18405E+01  1.46898E+01  1.69211E+01  1.18240E+01  1.46894E+01  1.67645E+01
001742   2.94147E+02  2.91997E+01  2.85999E+01  2.54973E+01  2.99721E+01  2.84871E+01  2.53076E+01  2.82004E+01  2.79139E+01  2.48684E+01  2.73104E+01  2.79190E+01  2.50395E+01  2.88224E+01  2.87567E+01  2.58098E+01  3.05697E+01  2.94389E+01  2.62540E+01  1.18947E+01  1.46816E+01  1.67873E+01  1.18703E+01  1.47423E+01  1.68913E+01  1.19047E+01  1.47223E+01  1.69349E+01  1.18700E+01  1.46438E+01  1.67931E+01  1.17684E+01  1.45696E+01  1.66902E+01  1.18126E+01  1.45666E+01  1.67494E+01
001744   2.94547E+02  2.99690E+01  2.86883E+01  2.58170E+01  2.94374E+01  2.85839E+01  2.60640E+01  2.92751E+01  2.82810E+01  2.55581E+01  2.98366E+01  2.87432E+01  2.57585E+01  3.07490E+01  2.97201E+01  2.65727E+01  3.13251E+01  2.96456E+01  2.66264E+01  1.18456E+01  1.46987E+01  1.67816E+01  1.18799E+01  1.47414E+01  1.69248E+01  1.19152E+01  1.46623E+01  1.70228E+01  1.19410E+01  1.46617E+01  1.69998E+01  1.18700E+01  1.46572E+01  1.68400E+01  1.17847E+01  1.46165E+01  1.66780E+01
001746   2.94948E+02  2.97352E+01  2.81223E+01  2.55513E+01  2.99645E+01  2.83696E+01  2.57332E+01  2.83899E+01  2.78560E+01  2.46706E+01  2.76986E+01  2.72945E+01  2.42585E+01  2.89147E+01  2.77607E+01  2.51309E+01  3.11230E+01  2.92270E+01  2.63854E+01  1.17848E+01  1.46858E+01  1.67342E+01  1.17882E+01  1.47451E+01  1.67501E+01  1.17430E+01  1.48094E+01  1.68089E+01  1.17501E+01  1.47862E+01  1.68736E+01  1.17910E+01  1.47181E+01  1.68155E+01  1.18574E+01  1.46871E+01  1.66968E+01
001748   2.95349E+02  2.97039E+01  2.88744E+01  2.58227E+01  3.04892E+01  2.93669E+01  2.64340E+01  2.85313E+01  2.86209E+01  2.52353E+01  2.71575E+01  2.77313E+01  2.41736E+01  2.79637E+01  2.80162E+01  2.47857E+01  3.02913E+01  2.94388E+01  2.62849E+01  1.18140E+01  1.47149E+01  1.67270E+01  1.17791E+01  1.47550E+01  1.68626E+01  1.17031E+01  1.47406E+01  1.68368E+01  1.16746E+01  1.46686E+01  1.66865E+01  1.16653E+01  1.46387E+01  1.66140E+01  1.17576E+01  1.47140E+01  1.66772E+01
001750   2.95749E+02  3.00067E+01  2.83805E+01  2.56379E+01  2.97192E+01  2.80356E+01  2.57908E+01  2.84262E+01  2.78637E+01  2.46877E+01  2.79091E+01  2.81799E+01  2.50085E+01  2.95050E+01  2.88095E+01  2.61438E+01  3.20470E+01  2.92070E+01  2.65194E+01  1.18199E+01  1.46897E+01  1.67554E+01  1.17630E+01  1.46192E+01  1.67465E+01  1.16769E+01  1.46488E+01  1.66521E+01  1.16421E+01  1.46531E+01  1.66037E+01  1.17556E+01  1.46578E+01  1.66691E+01  1.19148E+01  1.47080E+01  1.67482E+01
001752   2.96150E+02  2.90639E+01  2.86963E+01  2.61261E+01  2.96159E+01  2.79439E+01  2.53513E+01  2.82236E+01  2.81889E+01  2.53815E+01  2.72862E+01  2.90272E+01  2.62010E+01  2.82605E+01  2.98806E+01  2.66685E+01  3.02733E+01  3.05397E+01  2.69588E+01  1.17321E+01  1.46766E+01  1.68069E+01  1.17469E+01  1.45847E+01  1.66998E+01  1.16336E+01  1.46879E+01  1.68193E+01  1.15737E+01  1.47306E+01  1.68732E+01  1.16328E+01  1.46782E+01  1.68441E+01  1.17460E+01  1.46836E+01  1.68461E+01
001754   2.96550E+02  2.95668E+01  2.85780E+01  2.57007E+01  2.97162E+01  2.90133E+01  2.54992E+01  2.85290E+01  2.88566E+01  2.51398E+01  2.81890E+01  2.89860E+01  2.55145E+01  2.92133E+01  2.93004E+01  2.62889E+01  3.06928E+01  2.91061E+01  2.65125E+01  1.18174E+01  1.46714E+01  1.67506E+01  1.18457E+01  1.46450E+01  1.68400E+01  1.17887E+01  1.46684E+01  1.68163E+01  1.17295E+01  1.47215E+01  1.68300E+01  1.17529E+01  1.47117E+01  1.68763E+01  1.18185E+01  1.46689E+01  1.67997E+01
001756   2.96951E+02  2.89832E+01  2.81877E+01  2.53730E+01  2.84949E+01  2.74312E+01  2.48028E+01  2.70386E+01  2.69291E+01  2.46519E+01  2.71787E+01  2.79684E+01  2.57487E+01  2.86471E+01  2.97972E+01  2.66633E+01  3.05798E+01  3.06152E+01  2.64185E+01  1.18344E+01  1.46718E+01  1.68072E+01  1.17782E+01  1.45611E+01  1.69393E+01  1.17597E+01  1.46114E+01  1.69026E+01  1.17576E+01  1.46494E+01  1.68713E+01  1.17613E+01  1.46628E+01  1.68462E+01  1.18438E+01  1.47264E+01  1.67679E+01
001758   2.97352E+02  2.89471E+01  2.83015E+01  2.49915E+01  2.96640E+01  2.85092E+01  2.52837E+01  2.86427E+01  2.85570E+01  2.47220E+01  2.76015E+01  2.86447E+01  2.46341E+01  2.84471E+01  2.93825E+01  2.55601E+01  3.05599E+01  2.97499E+01  2.63545E+01  1.17967E+01  1.47116E+01  1.66804E+01  1.19353E+01  1.47339E+01  1.67169E+01  1.18419E+01  1.46354E+01  1.66432E+01  1.17032E+01  1.45526E+01  1.65424E+01  1.16993E+01  1.45745E+01  1.66338E+01  1.18009E+01  1.47077E+01  1.67734E+01
001760   2.97752E+02  2.95767E+01  2.82201E+01  2.51204E+01  3.04057E+01  2.83715E+01  2.55606E+01  2.87768E+01  2.83003E+01  2.52856E+01  2.74197E+01  2.80678E+01  2.48762E+01  2.81448E+01  2.91149E+01  2.54810E+01  2.99762E+01  3.01923E+01  2.63786E+01  1.18376E+01  1.47064E+01  1.67151E+01  1.19021E+01  1.46698E+01  1.66790E+01  1.17157E+01  1.46092E+01  1.66323E+01  1.15846E+01  1.45555E+01  1.66792E+01  1.16538E+01  1.45962E+01  1.68264E+01  1.18109E+01  1.47344E+01  1.68791E+01
001762   2.98153E+02  2.91798E+01  2.79806E+01  2.57992E+01  2.98862E+01  2.83043E+01  2.55384E+01  2.85850E+01  2.81251E+01  2.50945E+01  2.82582E+01  2.78669E+01  2.53845E+01  2.89010E+01  2.80952E+01  2.62235E+01  2.97295E+01  2.87765E+01  2.67793E+01  1.18463E+01  1.46442E+01  1.68016E+01  1.18233E+01  1.47734E+01  1.66833E+01  1.16628E+01  1.46368E+01  1.67460E+01  1.16803E+01  1.44633E+01  1.68506E+01  1.17505E+01  1.44427E+01  1.68533E+01  1.17959E+01  1.45042E+01  1.67915E+01
001764   2.98554E+02  2.90886E+01  2.79779E+01  2.52381E+01  2.91379E+01  2.76557E+01  2.53863E+01  2.73341E+01  2.61460E+01  2.44696E+01  2.64349E+01  2.57074E+01  2.42735E+01  2.74001E+01  2.72695E+01  2.54355E+01  3.01756E+01  2.95701E+01  2.69559E+01  1.18272E+01  1.47083E+01  1.68820E+01  1.18310E+01  1.47042E+01  1.69385E+01  1.17914E+01  1.45609E+01  1.69620E+01  1.17749E+01  1.44828E+01  1.68865E+01  1.17824E+01  1.45839E+01  1.68238E+01  1.17931E+01  1.47092E+01  1.68669E+01
001766   2.98954E+02  2.87238E+01  2.79537E+01  2.60940E+01  2.92095E+01  2.70231E+01  2.57576E+01  2.82275E+01  2.66131E+01  2.51679E+01  2.75813E+01  2.72612E+01  2.49852E+01  2.79857E+01  2.84800E+01  2.56890E+01  2.94672E+01  2.94138E+01  2.67763E+01  1.17548E+01  1.47308E+01  1.67878E+01  1.18548E+01  1.47448E+01  1.67267E+01  1.18057E+01  1.47363E+01  1.68291E+01  1.17194E+01  1.47465E+01  1.69214E+01  1.16761E+01  1.46962E+01  1.69174E+01  1.17093E+01  1.46911E+01  1.68873E+01
001768   2.99355E+02  2.87750E+01  2.80557E+01  2.49791E+01  2.91818E+01  2.76058E+01  2.54260E+01  2.74890E+01  2.67991E+01  2.50305E+01  2.64448E+01  2.64248E+01  2.49026E+01  2.72057E+01  2.76197E+01  2.49402E+01  2.95602E+01  2.95428E+01  2.52937E+01  1.17921E+01  1.47541E+01  1.67012E+01  1.17901E+01  1.49484E+01  1.68791E+01  1.17441E+01  1.47746E+01  1.68433E+01  1.16842E+01  1.45266E+01  1.67767E+01  1.17343E+01  1.45116E+01  1.66968E+01  1.18289E+01  1.46543E+01  1.65964E+01
001770   2.99755E+02  2.88458E+01  2.83024E+01  2.55139E+01  2.95724E+01  2.78511E+01  2.52860E+01  2.81143E+01  2.70643E+01  2.50965E+01  2.67843E+01  2.69379E+01  2.47337E+01  2.69997E+01  2.78430E+01  2.50908E+01  2.86637E+01  2.87960E+01  2.61758E+01  1.18890E+01  1.46479E+01  1.68193E+01  1.18748E+01  1.47155E+01  1.69247E+01  1.18333E+01  1.45318E+01  1.68840E+01  1.17372E+01  1.44534E+01  1.68423E+01  1.16999E+01  1.45310E+01  1.69007E+01  1.18134E+01  1.46314E+01  1.68783E+01
001772   3.00156E+02  2.86381E+01  2.82209E+01  2.55272E+01  2.94990E+01  2.75863E+01  2.54016E+01  2.80079E+01  2.75160E+01  2.51745E+01  2.68407E+01  2.75046E+01  2.48882E+01  2.75089E+01  2.88597E+01  2.55652E+01  2.90178E+01  3.01354E+01  2.64965E+01  1.18720E+01  1.48015E+01  1.68032E+01  1.19177E+01  1.48957E+01  1.68228E+01  1.17713E+01  1.48458E+01  1.68490E+01  1.17259E+01  1.47130E+01  1.67983E+01  1.17650E+01  1.47183E+01  1.68226E+01  1.17921E+01  1.48210E+01  1.68987E+01
001774   3.00557E+02  2.88578E+01  2.80496E+01  2.54924E+01  2.97322E+01  2.76446E+01  2.55125E+01  2.78830E+01  2.79453E+01  2.50713E+01  2.68699E+01  2.78037E+01  2.47900E+01  2.70294E+01  2.85188E+01  2.56655E+01  2.86267E+01  2.99973E+01  2.71428E+01  1.18797E+01  1.46985E+01  1.68893E+01  1.19252E+01  1.47636E+01  1.69140E+01  1.18410E+01  1.46443E+01  1.68988E+01  1.17954E+01  1.45369E+01  1.68863E+01  1.17802E+01  1.45844E+01  1.68849E+01  1.18312E+01  1.46753E+01  1.69070E+01
001776   3.00957E+02  2.95402E+01  2.78268E+01  2.57052E+01  2.95443E+01  2.69182E+01  2.53297E+01  2.85993E+01  2.69824E+01  2.57063E+01  2.75827E+01  2.70646E+01  2.56082E+01  2.79479E+01  2.80707E+01  2.59739E+01  3.02403E+01  2.98182E+01  2.69292E+01  1.18786E+01  1.47016E+01  1.68196E+01  1.18950E+01  1.47440E+01  1.68149E+01  1.17387E+01  1.46593E+01  1.67978E+01  1.16398E+01  1.45581E+01  1.67192E+01  1.17071E+01  1.46113E+01  1.68390E+01  1.19007E+01  1.47310E+01  1.69983E+01
001778   3.01358E+02  2.94087E+01  2.76999E+01  2.53683E+01  2.91971E+01  2.67040E+01  2.57055E+01  2.84950E+01  2.71660E+01  2.55769E+01  2.83099E+01  2.75346E+01  2.55188E+01  2.87247E+01  2.83386E+01  2.56914E+01  3.02371E+01  2.98669E+01  2.63025E+01  1.18947E+01  1.47769E+01  1.67471E+01  1.19391E+01  1.47599E+01  1.68053E+01  1.18701E+01  1.47136E+01  1.67412E+01  1.17910E+01  1.46838E+01  1.66820E+01  1.17765E+01  1.47383E+01  1.67674E+01  1.18578E+01  1.48263E+01  1.68659E+01
001780   3.01759E+02  2.85341E+01  2.78176E+01  2.54627E+01  2.94362E+01  2.73837E+01  2.48576E+01  2.71596E+01  2.62466E+01  2.40795E+01  2.61741E+01  2.66402E+01  2.47509E+01  2.71507E+01  2.85112E+01  2.61952E+01  2.91429E+01  3.02408E+01  2.70233E+01  1.18996E+01  1.47580E+01  1.68027E+01  1.18689E+01  1.47291E+01  1.67015E+01  1.18541E+01  1.47038E+01  1.67400E+01  1.19175E+01  1.47410E+01  1.68357E+01  1.19104E+01  1.47492E+01  1.68975E+01  1.18773E+01  1.47742E+01  1.68837E+01
001782   3.02159E+02  2.87497E+01  2.78044E+01  2.54043E+01  2.97502E+01  2.66904E+01  2.49823E+01  2.86600E+01  2.62384E+01  2.51408E+01  2.80734E+01  2.68349E+01  2.57455E+01  2.83642E+01  2.85146E+01  2.64353E+01  2.94576E+01  2.98734E+01  2.67838E+01  1.18281E+01  1.47661E+01  1.68392E+01  1.19288E+01  1.46905E+01  1.68406E+01  1.17812E+01  1.47401E+01  1.68921E+01  1.16719E+01  1.47343E+01  1.70023E+01  1.17312E+01  1.47156E+01  1.70105E+01  1.18731E+01  1.47606E+01  1.69090E+01
001784   3.02560E+02  2.82193E+01  2.74560E+01  2.50948E+01  2.83560E+01  2.62500E+01  2.49549E+01  2.78206E+01  2.55937E+01  2.45224E+01  2.75676E+01  2.58766E+01  2.46879E+01  2.84081E+01  2.78913E+01  2.57736E+01  2.98564E+01  3.02079E+01  2.68071E+01  1.18760E+01  1.47564E+01  1.68084E+01  1.18142E+01  1.46912E+01  1.67657E+01  1.17476E+01  1.46272E+01  1.68176E+01  1.16895E+01  1.46294E+01  1.69009E+01  1.17103E+01  1.47660E+01  1.69460E+01  1.18407E+01  1.49018E+01  1.69263E+01
001786   3.02960E+02  2.81455E+01  2.73636E+01  2.51152E+01  2.90210E+01  2.63970E+01  2.47886E+01  2.79444E+01  2.59135E+01  2.45921E+01  2.70396E+01  2.61813E+01  2.46857E+01  2.73211E+01  2.79049E+01  2.57062E+01  2.87041E+01  2.98885E+01  2.67603E+01  1.19304E+01  1.47728E+01  1.68630E+01  1.19573E+01  1.47297E+01  1.69056E+01  1.18158E+01  1.46241E+01  1.68265E+01  1.17571E+01  1.45887E+01  1.68006E+01  1.18215E+01  1.47260E+01  1.69027E+01  1.18977E+01  1.48667E+01  1.69440E+01
001788   3.03361E+02  2.88171E+01  2.69942E+01  2.51185E+01  2.94214E+01  2.61305E+01  2.47791E+01  2.87007E+01  2.48087E+01  2.46015E+01  2.74833E+01  2.45873E+01  2.44257E+01  2.76409E+01  2.68694E+01  2.53020E+01  2.91069E+01  2.95465E+01  2.65390E+01  1.19280E+01  1.46763E+01  1.68038E+01  1.19341E+01  1.48197E+01  1.67294E+01  1.19118E+01  1.45359E+01  1.67440E+01  1.18841E+01  1.43487E+01  1.67791E+01  1.18724E+01  1.44472E+01  1.67719E+01  1.18770E+01  1.46215E+01  1.67413E+01
001790   3.03762E+02  2.83696E+01  2.77523E+01  2.49972E+01  2.95025E+01  2.56867E+01  2.40050E+01  2.80936E+01  2.57368E+01  2.47058E+01  2.68465E+01  2.67821E+01  2.56144E+01  2.72126E+01  2.84132E+01  2.58470E+01  2.86931E+01  3.02099E+01  2.61197E+01  1.18742E+01  1.47664E+01  1.68194E+01  1.19863E+01  1.47008E+01  1.67842E+01  1.18343E+01  1.46791E+01  1.68640E+01  1.16962E+01  1.46569E+01  1.68761E+01  1.17907E+01  1.46947E+01  1.68578E+01  1.19212E+01  1.48268E+01  1.68484E+01
001792   3.04162E+02  2.90601E+01  2.82828E+01  2.53572E+01  2.89522E+01  2.63723E+01  2.42697E+01  2.91620E+01  2.66994E+01  2.46167E+01  2.95366E+01  2.81567E+01  2.54489E+01  2.95421E+01  2.92652E+01  2.61036E+01  2.97728E+01  2.99458E+01  2.66734E+01  1.18447E+01  1.47773E+01  1.67764E+01  1.18138E+01  1.47464E+01  1.66469E+01  1.17999E+01  1.47656E+01  1.65683E+01  1.18631E+01  1.48193E+01  1.66505E+01  1.19132E+01  1.48219E+01  1.68787E+01  1.19183E+01  1.47873E+01  1.70449E+01
001794   3.04563E+02  2.83689E+01  2.72644E+01  2.50015E+01  2.99398E+01  2.55012E+01  2.36276E+01  2.82028E+01  2.56705E+01  2.34857E+01  2.73220E+01  2.67179E+01  2.47620E+01  2.82142E+01  2.81555E+01  2.61710E+01  2.92676E+01  2.96753E+01  2.65851E+01  1.19483E+01  1.47706E+01  1.68404E+01  1.20679E+01  1.47661E+01  1.69226E+01  1.19041E+01  1.46686E+01  1.68584E+01  1.17811E+01  1.46018E+01  1.69030E+01  1.18449E+01  1.46793E+01  1.70005E+01  1.19249E+01  1.48370E+01  1.69486E+01
001796   3.04964E+02  2.89343E+01  2.71769E+01  2.53275E+01  2.88032E+01  2.41845E+01  2.39024E+01  2.85561E+01  2.46280E+01  2.36744E+01  2.88579E+01  2.71636E+01  2.48154E+01  2.94962E+01  2.97610E+01  2.64608E+01  3.01431E+01  3.06562E+01  2.73758E+01  1.19236E+01  1.47376E+01  1.68926E+01  1.19704E+01  1.46490E+01  1.67924E+01  1.19213E+01  1.46882E+01  1.67715E+01  1.18810E+01  1.47094E+01  1.69372E+01  1.18597E+01  1.47205E+01  1.71343E+01  1.18715E+01  1.47762E+01  1.70219E+01
001798   3.05364E+02  2.93960E+01  2.74639E+01  2.52769E+01  3.01662E+01  2.62143E+01  2.39206E+01  2.97537E+01  2.58618E+01  2.43142E+01  2.99883E+01  2.70790E+01  2.58669E+01  3.00201E+01  2.84399E+01  2.69344E+01  2.96311E+01  2.89879E+01  2.68568E+01  1.19455E+01  1.48209E+01  1.68570E+01  1.19559E+01  1.48362E+01  1.67596E+01  1.18088E+01  1.47942E+01  1.67336E+01  1.17692E+01  1.48100E+01  1.68450E+01  1.18640E+01  1.47244E+01  1.69882E+01  1.19983E+01  1.46234E+01  1.69807E+01
001800   3.05765E+02  2.85703E+01  2.73104E+01  2.54598E+01  2.93582E+01  2.55273E+01  2.46344E+01  2.86501E+01  2.47009E+01  2.49013E+01  2.81372E+01  2.58412E+01  2.58829E+01  2.78781E+01  2.78084E+01  2.60838E+01  2.86118E+01  2.92118E+01  2.58486E+01  1.19722E+01  1.48126E+01  1.68879E+01  1.19563E+01  1.48935E+01  1.66590E+01  1.19205E+01  1.47643E+01  1.68089E+01  1.19265E+01  1.46816E+01  1.69164E+01  1.19492E+01  1.46386E+01  1.69098E+01  1.19591E+01  1.46909E+01  1.69330E+01
001802   3.06165E+02  2.81456E+01  2.72005E+01  2.53869E+01  2.93979E+01  2.45739E+01  2.40541E+01  2.81867E+01  2.53883E+01  2.36188E+01  2.71925E+01  2.71209E+01  2.45781E+01  2.75258E+01  2.82853E+01  2.59203E+01  2.84204E+01  2.89064E+01  2.65930E+01  1.19474E+01  1.48376E+01  1.67914E+01  1.20419E+01  1.47749E+01  1.67475E+01  1.20152E+01  1.48030E+01  1.67376E+01  1.19031E+01  1.48576E+01  1.67756E+01  1.18633E+01  1.48677E+01  1.68671E+01  1.18890E+01  1.48281E+01  1.69185E+01
001804   3.06566E+02  2.85288E+01  2.68852E+01  2.47725E+01  2.90283E+01  2.49595E+01  2.37580E+01  2.94199E+01  2.57584E+01  2.39580E+01  2.95486E+01  2.77263E+01  2.49952E+01  2.87783E+01  2.86529E+01  2.57001E+01  2.81689E+01  2.87296E+01  2.57896E+01  1.19571E+01  1.48363E+01  1.67240E+01  1.19752E+01  1.47734E+01  1.66758E+01  1.19394E+01  1.48446E+01  1.66695E+01  1.19265E+01  1.49535E+01  1.67504E+01  1.19413E+01  1.49543E+01  1.68918E+01  1.19482E+01  1.48544E+01  1.68692E+01
001806   3.06967E+02  2.86452E+01  2.66989E+01  2.51494E+01  2.90363E+01  2.42947E+01  2.35212E+01  2.92410E+01  2.48353E+01  2.43549E+01  2.93361E+01  2.66700E+01  2.59771E+01  2.92444E+01  2.85001E+01  2.68379E+01  2.93784E+01  2.97793E+01  2.68761E+01  1.18869E+01  1.47833E+01  1.67730E+01  1.19177E+01  1.48490E+01  1.67706E+01  1.18398E+01  1.47760E+01  1.66875E+01  1.18231E+01  1.48105E+01  1.66853E+01  1.18859E+01  1.48712E+01  1.68368E+01  1.19301E+01  1.48073E+01  1.69199E+01
001808   3.07367E+02  2.83089E+01  2.69798E+01  2.48153E+01  3.01357E+01  2.47313E+01  2.37074E+01  3.01618E+01  2.49406E+01  2.39975E+01  2.90832E+01  2.61060E+01  2.46801E+01  2.78130E+01  2.79341E+01  2.52874E+01  2.76949E+01  2.97294E+01  2.60219E+01  1.19462E+01  1.48214E+01  1.68225E+01  1.20927E+01  1.47065E+01  1.66575E+01  1.19049E+01  1.45436E+01  1.65977E+01  1.18179E+01  1.45969E+01  1.67145E+01  1.18743E+01  1.48147E+01  1.68428E+01  1.18625E+01  1.49481E+01  1.68870E+01
001810   3.07768E+02  2.88428E+01  2.70817E+01  2.44249E+01  3.04836E+01  2.51368E+01  2.39650E+01  2.97188E+01  2.53335E+01  2.39732E+01  2.82719E+01  2.63813E+01  2.43012E+01  2.75647E+01  2.82112E+01  2.52908E+01  2.78730E+01  2.93593E+01  2.58088E+01  1.19683E+01  1.48712E+01  1.67966E+01  1.19644E+01  1.48953E+01  1.67090E+01  1.18572E+01  1.48204E+01  1.65457E+01  1.18633E+01  1.47449E+01  1.66184E+01  1.18869E+01  1.47818E+01  1.69061E+01  1.19252E+01  1.48497E+01  1.70548E+01
001812   3.08168E+02  2.85907E+01  2.72797E+01  2.48764E+01  2.99624E+01  2.44692E+01  2.36852E+01  2.91875E+01  2.36525E+01  2.31054E+01  2.84568E+01  2.55458E+01  2.41042E+01  2.82585E+01  2.90205E+01  2.58133E+01  2.80716E+01  3.04230E+01  2.64817E+01  1.19909E+01  1.48910E+01  1.68440E+01  1.19561E+01  1.49531E+01  1.65828E+01  1.19638E+01  1.48417E+01  1.65993E+01  1.19822E+01  1.47937E+01  1.68597E+01  1.19809E+01  1.48423E+01  1.70064E+01  1.19645E+01  1.48694E+01  1.70085E+01
001814   3.08569E+02  2.88733E+01  2.68680E+01  2.53651E+01  2.97412E+01  2.45417E+01  2.35228E+01  2.98643E+01  2.52020E+01  2.44280E+01  2.98760E+01  2.76312E+01  2.62624E+01  2.89428E+01  2.91907E+01  2.66982E+01  2.82868E+01  2.91165E+01  2.64024E+01  1.20529E+01  1.49772E+01  1.68835E+01  1.19833E+01  1.49262E+01  1.67228E+01  1.18691E+01  1.48665E+01  1.66998E+01  1.18983E+01  1.49281E+01  1.68465E+01  1.20042E+01  1.49722E+01  1.69986E+01  1.20888E+01  1.49670E+01  1.70308E+01
001816   3.08970E+02  2.82427E+01  2.70384E+01  2.44710E+01  2.85512E+01  2.41386E+01  2.30753E+01  2.88379E+01  2.41392E+01  2.31452E+01  2.93231E+01  2.63915E+01  2.44562E+01  2.85053E+01  2.89960E+01  2.57263E+01  2.77912E+01  3.03808E+01  2.62522E+01  1.19733E+01  1.48604E+01  1.69311E+01  1.19753E+01  1.47554E+01  1.67384E+01  1.19452E+01  1.48014E+01  1.67587E+01  1.19701E+01  1.49815E+01  1.68926E+01  1.19432E+01  1.50477E+01  1.70398E+01  1.19039E+01  1.49789E+01  1.71292E+01
001818   3.09370E+02  2.84556E+01  2.70634E+01  2.46437E+01  2.86899E+01  2.44906E+01  2.34251E+01  2.93815E+01  2.52713E+01  2.36875E+01  2.97881E+01  2.73586E+01  2.50782E+01  2.86661E+01  2.90530E+01  2.63560E+01  2.78076E+01  2.99627E+01  2.66199E+01  1.20241E+01  1.49114E+01  1.68425E+01  1.20440E+01  1.49882E+01  1.67300E+01  1.20380E+01  1.49893E+01  1.65935E+01  1.20496E+01  1.49725E+01  1.66913E+01  1.20103E+01  1.48747E+01  1.69500E+01  1.19373E+01  1.48049E+01  1.70696E+01
